City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Matara,LK,2021-11-21 22:06:58,5.9485,80.5353,74.16,88,50,9.1
273,Agirish,RU,2021-11-21 22:06:58,61.9247,63.0231,17.58,98,100,3.0
274,Joao Camara,BR,2021-11-21 22:06:58,-5.5375,-35.8197,79.84,75,11,11.86
275,Cherskiy,RU,2021-11-21 22:06:58,68.75,161.3,-30.19,100,61,4.61
276,Runkel,DE,2021-11-21 22:06:59,50.4,8.1667,44.85,95,100,2.82
277,San Patricio,US,2021-11-21 22:04:32,28.017,-97.5169,84.61,64,73,12.06
278,Monrovia,LR,2021-11-21 22:07:59,6.3005,-10.7969,78.57,78,9,7.96
279,Husavik,IS,2021-11-21 22:07:59,66.0449,-17.3389,37.38,79,69,12.35
280,Mykolayivka,UA,2021-11-21 22:08:00,47.5414,30.7561,43.18,88,75,7.0
281,Sistranda,NO,2021-11-21 22:08:00,63.7256,8.834,39.9,56,100,16.49
282,Fallon,US,2021-11-21 22:07:04,39.4735,-118.7774,53.92,38,1,4.61
283,Praia,CV,2021-11-21 22:08:00,14.9215,-23.5087,79.34,73,0,19.57
284,Lamu,KE,2021-11-21 22:08:00,-2.2717,40.902,80.82,81,25,7.27
285,Fairbanks,US,2021-11-21 22:03:08,64.8378,-147.7164,-8.39,72,1,0.0
286,Kavaratti,IN,2021-11-21 22:08:01,10.5669,72.642,80.64,74,11,6.89
287,Aconibe,GQ,2021-11-21 22:08:01,1.2968,10.9369,67.91,98,91,2.17
288,Cabo San Lucas,MX,2021-11-21 22:03:49,22.8909,-109.9124,83.61,61,20,6.91
289,Kommunar,RU,2021-11-21 22:08:01,59.6206,30.39,29.73,69,28,12.26
290,Harboore,DK,2021-11-21 22:08:02,56.6175,8.1807,38.21,61,8,5.75
291,Iralaya,HN,2021-11-21 22:08:02,15.0,-83.2333,78.75,84,91,8.21
292,Pangnirtung,CA,2021-11-21 22:00:16,66.1451,-65.7125,7.02,78,68,6.17
293,Penne,IT,2021-11-21 22:08:02,42.4538,13.9299,50.77,83,100,3.06
