City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
693,Sinnamary,GF,5.3833,-52.95,80.47,79,32,7.2,scattered clouds
694,Haapiti,PF,-17.5667,-149.8667,85.73,79,43,10.92,scattered clouds
695,Slavonski Brod,HR,45.1603,18.0156,43.05,89,100,5.28,overcast clouds
696,Almunecar,ES,36.7339,-3.6907,61.72,85,1,16.04,clear sky
697,San Nicolas,PH,18.1725,120.5953,75.27,79,7,11.16,clear sky
698,Yeniseysk,RU,58.4497,92.1703,33.35,87,100,11.79,overcast clouds
699,Kyaiklat,MM,16.4333,95.7333,79.07,77,72,4.18,broken clouds
700,Sciacca,IT,37.5082,13.0881,61.47,81,0,5.19,clear sky
701,Carson City,US,39.1638,-119.7674,61.84,39,1,1.99,clear sky
702,Saint-Louis,SN,16.3333,-15.0,88.47,15,90,8.86,overcast clouds
703,Turkistan,KZ,43.0,68.0,40.3,62,2,6.31,clear sky
